class_name,lang,string_agg
BusinessResult,de,"thesaurierte Einkommen;ausserbetriebliche Verluste;nichtbetriebliche Verluste;Zwischenergebnisen;Zwischenergebnise;Zwischenergebnis;rechungsergebnis;finanzierungsergebnis;finanzielle resultate;finanzielle Ergebnisse;finanzergebnisse;finanzergebnis;steuerbare Einnahmen;steuerbares Einkommen;normalisierte Gewinn;massgebende Nettoeinnahmen;Zinsergebnisse;Zinsergebnis;Zinsgewinne;Zinsgewinn;Zinserträge;Zinsertrag;versicherungstechnischer Gewinn;zugrunde liegende Gewinne;zugrunde liegender Gewinn;Einnahmenübersichten;Einnahmenübersicht;Ertragsrechnungen;Ertragsrechnungs;Ertragsrechnung;Ergebnisrechnungen;Ergebnisrechnungs;Ergebnisrechnung;Erfolgskonten;Erfolgskontos;Erfolgskonto;Aufwands- und Ertragsrechnungen;Aufwands- und Ertragsrechnung;Ertrags- und Aufwandsrechnungen;Ertrags- und Aufwandsrechnung;Erfolgsrechnungen;Erfolgsrechnungs;Erfolgsrechnung;Gewinn- und Verlustrechnungen;Gewinn- und Verlustrechnung;unrealisierter Ertrag;nichtoperatives Einkommen;nichtoperative Einnahmen;geschätzte Ergebnisse;geschätztes Ergebnis;geschätzte Ertraäge;geschätzter Ertrag;Überschuss nach Steuern;Gewinn nach Ertragssteuern;Nachsteuergewinn;Gewinn nach Steuern;Ergebnis nach Steuern;nachsteuereinkommen;Nachsteuereinnahmen;Papiererträge;Papierertrag;Papierergebnisse;Papierergebnis;Papiergewinne;Papiergewinn;operativen Ergebnisse;Betriebsertrag;operative Profite;operative Profit;operative Ergebnisse;operatives Ergebnis;operative Erträge;operativer Ertrag;operative Gewinne;operativer Gewinn;Operativergebnis;Operativertrag;Operativgewinn;geschätzte Gewinne;geschätzter Gewinn;unternehmerisches Ergebnis;Unternehmerprofit;Unternehmerergebnis;unternehmerischer Profit;Unternehmergewinn;unternehmerischer Gewinn;ökonomisches Ergebnis;ökonomische Gewinne;ökonomische Erträge;ökonomischer Ertrag;ökonomischer Gewinn;Finanzgewinne;Finanzgewinn;Finanzergebnisse;Finanzergebnis;Finanzerträge;Finanzertrag;operative Einnahmen;operatives Einkommen;normale Profite;normaler Profit;normale Gewinne;normaler Gewinn;illusorischer Gewinn;illusorischer Ertrag;Phantomgewinn;Phantomgewinne;illusorische Erträge;Illusorische Gewinne;unrealisierte Erträge;Nettorergebnisse;Nettoergebnis;ungebuchter Gewnn;ungebuchte Gewinne;nicht verbuchter Gewinn;auserordentlicher Gewinn;auserordentlicher Ertrag;auserordentliche Gewinne;auserordentliche Erträge;auserordentliches Ergebnis;Nettoerträge;Nettoertrag;Netto-Gewinne;Nettogewinne;Netto-Gewinn;Nettogewinn;auserordentliche Ergebnisse;auserordentliche Mehreinnahmen;ausbeute;ergiebigkeit;ordentliches Betriebsergebnis;Betriebsergebnisse;Betriebsergebnis;Erträge;Ertrag;halbjahresergebnises;halbjahresergebnissen;halbjahresergebnises by Halbjahresergebnisse;halbjahresergebnisen;halbjahresergebnise;Jahresgewinne;Jahresgewinn;Jahresergebnisse;Cashertrag;Casherträge;Kapitalertrag;Kapitalerträge;Kapitalgewinne;Kapitalgewinn;Jahresergebnis;Bruttoeinnahmen;Bruttoeinkommen;gesamte Einkommen;gesamtes Einkommen;Gesamteinkommen;aggregierter Gewinn;aggregiertes Einkommen;Rekordumsätzen;Rekordumsätze;Rekordumsatz;operative Nettoeinkommen;operatives Nettoeinkommen;Gewinn vor Zinsen und Steuern;Gewinn vor Zinsen, Abschreibungen und Steuern;Gewinn vor Zinsen & Steuern;Gewinn & Zinsen, Abschreibungen & Steuern;Gewinne vor Zinsen und Steuern;Gewinne vor Zinsen, Abschreibungen und Steuern;Gewinne vor Zinsen & Steuern;Gewinne & Zinsen, Abschreibungen & Steuern;verfügbarer Gewinn;verfügbare Gewinne;Bilanzgewinn;Bilanzgewinnes;Rechnungsgewinn;Rechnungsgewinnes verfügbarer Gewinn;verfügbaren Gewinns;Geschäftsergebnissen;Geschäftsergebnisse;Geschäftsergebnis;Konzerngewinn;Konzerngewinne;bereinigte Nettoeinkommen;bereinigtes Nettoeinkommen;Konzerngewinnen;Konzernumsatz;Konzernumsätze;Kerngewinn;Kerngewinne;Kerngewinnen;Nettoumsatz;Nettoumsätze;Gesamtumsatz;Gesamtumsätze;Handelsumsatz;Sonderertrag;Bruttoeinnahmen;Nominaleinkommen;Nominaleinkommens;nominales Einkommen;nominale Einkommen;nominalem Einkommen;nominalen Einkommen;nominalen Einkommens;Geldflussrechnung;Geldflussrechnungs;Geldflussrechnungen;Kapitalflussrechnung;Kapitalflussrechnungs;Kapitalflussrechnungen;Mittelflussrechnung;Mittelflussrechnungs;Mittelflussrechnungen;Spreadeinnahmen;Spreadeinkommen;Nettoverlust;Nettoverluste;Nettoverlusten;Steuerbares Einkommen;steuerbaren Einkommen;Steuerpflichtiges Einkommen;steuerpflichtigen Einkommen;rechnerischer Gewinn;rechnerische Gewinne;aktives Einkommen;aktive Einkommen;aktive Einnahmen;adjustiertes Bruttoeinkommen;Casherträge je Aktie;Cashertrag je Aktie;Casherträge pro Aktie;Cashertrag pro Aktie;verwässerter Ertrag je Aktie;verwässerte Erträge je Aktie;verwässerter Ertrag pro Aktie;verwässerte Erträge pro Aktie;vollständig verwässerter Ertrag je Aktie;Vollständig verwässerte Erträge je Aktie;Vollständig verwässerter Ertrag pro Aktie;unrealisierte Gewinne;unrealisierter Gewinn;Vollständig verwässerte Erträge pro Aktie;unverteilter Ertrag;unverteilter Gewinn;unverteile Ertäge;unverteilte Gewinne;Ertrag je Aktie;Erträge je Aktie;Ertrag pro Aktie;Erträge pro Aktie;adjustierte Bruttoeinkommen;durchschnitticher Gewinn pro Einheit;durchschnittiche Gewinne pro Einheit;durchschnitticher Gewinn pro Benutzer;durchschnittiche Gewinne pro Benutzer;Unternehmensgewinn;Unternehmensgewinne;Unternehmensergebnis;Unternehmensergebnisse;Unternehmenserträge;Unternehmensertrag;aufgeschobene Erträge;aufgeschobener Ertrag;aufgeschobener Gewinn;ausgeschobene Gewinne;aufgeschobene Profite;aufgeschobener Profit;künftige Margeneinkommen;künftige Margeneinnahmen;ausschüttbare Gewinne;ausschüttbare Erträge;ausschüttbare Profite;ausschüttbarer Profit;umsatz;umsätze;einnahme;einnahmen;erlös;erlöse;umsätzen;umsatzes;ausgeschütteter Gewinn;ausgeschüttete Gewinne;Ertragsstärke;Ertragskraft;Bruttogewinn;Bruttoertrag;Bruttoergebnis;Bruttoergebnisse;Bruttogewinne;Bruttoerträge;Einkommen;Einnahmen;Zinseinkommen;Zinseinnahmen;Buchgewinn;Buchgewinne;Bucherträge;Buchertrag;Buchergebnis;Buchergebnisse;Gebühreneinnahmen;Gebühreneinkommen;entgangene Gewinne;entgangener Gewinn;entgangene profite;entgangener profit;Lagerbestandsgewinne;Lagerbestandsergebnis;Lagerbestandsergebnisse;Lagerbestandsertrag;Lagerbestandserträge;total Gewinne;total Gewinn;abnormale Erträge abnormaler Ertrag;abnormales Ergebnis;abnormaler Gewinn;abnormale Gewinne;Betriebsverlust;Betriebsverluste;operativer Verlust;operative Verluste;Bruttojahreseinkommen;Bruttojahreseinkommens;Jahresbruttoeinkommen;Jahresbruttoeinkommens;steuerfreie Einnahmen;steuerfreies Einkommen;operative Gewinne;operativer Gewinn;Betriebsgewinne;betriebsgewinn;Investitionseinnahmen;Investitiionseinkommen;Investitionserträge;Investitionsergebnisse;Investitionsgewinn;Investitionsgewinne;Investitionsertrag;Margeneinnahmen;Margeneinkommen;marginaler Gewinn;marginale Gewinne;marginaler Ertrag marginale Erträge;marginales Ergebnis;Mikrogewinn;Mikrogewinne;Mikroergebnis;Mikroergebnisse;Mikroertrag;Mikroerträge;Nettoeinkommen;Nettoeinnahmen;Reingewinn;passive Einkommen;passives Einkommen;passive Einnahmen;Portfolioeinkommen;Vorsteuergewinn;Vorsteuergewinne;Vorsteuerertrag;Vorsteuererträge;Nettovorsteuergewinn;Nettovorsteuergewinne;Nettovorsteuerertrag;Nettovorsteuererträge;Gewinn;Gewinne;Profit;Profite;Ertragsergebnis;Ertragsergebnisse;zu realisierende Gewinne;zu realisierender Gewinn;zu realisierender Ertrag;zu realisierende Erträge;Nachsteuergewinn;Nachsteuergewinne;Nachsteuerertrag;Nachsteuererträge;Gewinn nach Steuern;Gewinne nach Steuern;Nachsteuerergebnis;Nachsteuerergebnisse;Ergebnis nach Steuern;Ergebnisse nach Steuern;ausgewiesenen Gewinn;ausgewiesenen Gewinns;ausgewiesener Gewinn;Gewinnrücklagen;Gewinnreserven;einbehaltener Gewinn;kurzfristige gewinne;kurzfristiger Gewinn;ancillary revenues;ancillary revenue;Nebeneinkünfte;Nebeneinkünften;realisierte Gewinne;realisierte Profite;realisierter Profit;realisierte Erträge;realisierter Ertrag;realisierter Gewinn;Quartalsergebnisse;Quartalszahle;Quartalszahlen;Quartalsergebnise;Quartalsergebnis;Quartalsumsätze;Quartalsumsatz;Quartalsgewinn;aufgelaufener Gewinn;aufgelaufene Gewinne;aufgelaufenes Ergebnis;einbehaltener Gewinn;Gewinnrücklagen;semesterumsatz;semesterumsätze;semesterumsätzen;semestergewinn;semestergewinne;semestergewinnen;Umsatz;Umsätze;Umsätzen;Umsatzes;Absatz;Absätze;Absätzen;Absatzes;geschäftsberichte;financial report;management report;geschäftsberichten;business report;geschäftsbericht;company report;annual report;Jahresrechnung;Jahresabschluss;Jahresabschlüssen;Jahresabschlüsse;Jahresabschlusses;Erklärung zur finanziellen Leistungsfähigkeit;Erklärung der finanziellen Leistungsfähigkeit;Bilanzgewinn;Bilanzgewinnen;zugeordneter Gewinn;zugeordnete Gewinne;Anteiliger Gewinn;Anteiligen Gewinnes;aufgelaufene Erträge;aufgelaufener Ertrag;adjustiertes Nettoeinkommen;adjustierte Nettoeinkommen;adjustiertes Nettoeinnahmen;adjustierte Nettoeinnahmen;direkter Gewinn;direkte Gewinne;direkter Profit;direkte Profite;Nettobetriebsdefizit;Nettobetriebsdefizite;operativer Nettoverluste;operative Nettoverluste;Rekordgewinnen;Rekordgewinne;Rekordgewinn;Gewinn vor Steuern;Gewinne vor Steuern;Vorsteuerergebnis;Vorsteuerergebnisse;Ergebniss vor Steuern;Ergenisse vor Steuern;Gewinn vor Steuern;Vorsteuergewinnes;Vorsteuergewinn;Vorsteuereinnahmen;Vorsteuereinkommen;unverwässertes Ergebnis pro Aktie;unverwässerte Ergebnisse pro Aktie;unverwässerte Ergebnis pro Aktie;unverwässertes Ergebnis je Aktie;unverwässerte Ergebnisse je Aktie;unverwässerte Ergebnis je Aktie;thesaurierten Gewinns;thesaurierten Gewinnes;thesaurierter Gewinn;thesaurierte Einnahmen"
BusinessResult,en,"total profits;earnings before tax (EBT);gross annual income;earnings before tax;financial income;financial revenue;financial revenues;income from operations;operating income;earnings & interest and taxes;normal profit;normal profits;illusory profit;phantom profit;illusory profits;phantom profits;earnings before interest and tax (EBIT);earnings before interest and taxes (EBIT);unrecorded revenues;unrecorded revenue;windfall profits;windfall profit;clear gain;clear profit;available surplus;net gain;bottome line;net earnings;net profit;net profits;annualised return;annualized return;earnings;earnings before interest & tax;cash earnings;capitalgain;capital gains;capital gain;capitalgains;capital profit;capital profits;annualised gain;annualized gain;gross-income;adjusted net income;grossincome;gross income;total income;aggregate income;direct profits;direct profit;annual earnings;net operating income;record revenue;earnings before interest & tax (EBIT);earnings & interest and taxes (EBIT);available earnings;active income;financial performance;business performance;business result;operatingresults;operatingresult;operating results;operating result;consolidated profit;consolidated revenue;modified adjusted gross income (MAGI);modified adjusted gross income;core earnings;operatinglosses;operatingloss;operating losses;operating loss;net revenue;net sales;net turnover;total revenue;total sales;total turnover;trading turnover;special income;gross receipts;nominal income;cash flow statement;cash flow statements;pre tax income;pretax income;cash-flow statement;cash-flow statements;pretaxincome;pre-tax-income;before tax income;beforetax income;before-tax income;before-tax-income;netoperating loss (NOL);before tax net income;before-tax net income;income before tax;income-before-tax;earnings before interest and taxes;income before taxes;income-before-taxes;net-operating loss;statement of cash flow;abnormal profits;abnormal profit;statements of cash flow;nonoperating loss;total profit;spread income;supernormal profit;supernormal profits;net loss;assessable profits;assessable profit;accounting earnings;accounting profits;accounting profit;adjusted gross income;record profit;realized revenue;realized revenues;adjusted gross income (AGI);profits before interest and tax;profits before interest and taxes;profit before interest and tax;profit before interest and taxes;inventory profit;inventory profits;earnings before interest taxes depreciation amortization & rent;earnings before interest taxes depreciation amortization and rent;EBITDAR;foregone earnings;fee income;book profit;book profits;interest income;income;gross profit;gross profits;earnings power;rev;revenues;revenue;distributed profit;distributed profits;profits before interest & tax;future margin income;future margin income (FMI);distributable profit;distributable profits;deferred revenue;deferred revenues;corporate profit;corporate profits;average revenue per user (ARPU);average revenue per user;average revenue per unit (ARPU);average revenue per unit;EBIT;earnings before interest taxes depreciation & amortization;earnings before interest taxes depreciation and amortization;EBITDA;earnings-per-share (EPS);unappropriated retained earnings;undistributed profits;undistributed profit;profits before interest & taxes;profit before interest & tax;profit before interest & taxes;non operating loss;non-operating loss;earnings-per-share;per share earnings;per-share earnings;earnings per share (EPS);earnings per share;EPS;unearned revenues;unearned revenue;unrealized profits;unrealized profit;diluted earnings per share (EPS);diluted EPS;diluted earnings per share;fully diluted earnings per share (EPS);fully diluted EPS;fully diluted earnings per share;fully-diluted earnings per share (EPS);fully-diluted EPS;fully-diluted earnings per share;cash earnings per share (cash EPS);cash EPS;breakerage profit;net operating loss;quarterly earnings;marginal profits;marginal profit;quarterearnings;quarter earnings;quarterly turnover;quarterly profit;micro profits;micro-profits;micro profit;micro-profit;net income;netincome;realised earnings;realized earnings;realised profits;realized profits;realized gains;realised gains;realized gain;realised gain;realizedgain;realisedgains;realisedgain;realizedgains;realizedprofit;realizedprofits;realisedprofit;realisedprofits;statements of revenue;statement of revenue;revenue statements;revenue statement;earnings reports;earnings report;net-income;earnings statements;earnings statement;statement of earnings;profit and loss account;ancillary revenue;ancillary revenues;profit & loss statements;profit & loss statement;shortterm profit;marginincome;margin income;investment revenue;investment revenues;accumulated profits;accumulated profit;earnings before interest and tax;unearned premium revenues;unearned premium revenue;interest revenues;fin result;semester profit;semester profits;semester revenue;semester income;short-term profit;net relevant earnings;short term profit;P&L statements;fin-result;normalized earnings;P&L statement;profit and loss statements;passive income;portfolio income;retained earnings;pre tax profits;pretax profits;pre-tax profits;investment income;profits before tax;profits-before-tax;profits before taxes;profits-before-taxes;net profits before tax;net profits before taxes;pre tax profit;operating profit;operating profits;operational profits;profit from operations;pretax profit;pre-tax profit;operational profit;profit from operation;profit before tax;profit and loss statement;profit and loss (P&L) statement;statement of operation;reported profits;reported profit;realized profits;realized profit;statement of operations;unrealized revenues;unrealized revenue;operating statements;persistent earnings;non operating income;nonoperating income;non-operating income;profit-after-tax;profit after tax;turnover;turnovers;financial result;profits-after-tax;profits after tax;financial results;fin results;fin-results;FY result;FY results;profit-before-tax;netoperating loss;accrued income;basic earnings per share (EPS);basic EPS;basic earnings per share;interim results;half year results;profit before taxes;estimated revenue;operating statement;statement of income;income statements;profit à prendre;profits à prendre;statements of financial performance;statement of financial performance;financial statements;financial statement;tax exempt income;tax-exempt income;exempt income;underlying profit;income statement;income-after-taxes;net-operating loss (NOL);cash earnings per share;net operating loss (NOL);income after taxes;income-after-tax;underlying profits;unappropriated profit;unappropriated profits;income after tax;after-tax net income;franked investment income;attributable profits;attributable profit;profits;profit;taxable income;profit-before-taxes;accrued revenues;accrued revenue;net profit before tax;net profit before taxes;after tax net income;after-tax-income;after-tax income;underwriting profit;underwriting profits;aftertax income;after tax income;paper profit;paper profits;estimated revenues;operating revenue;operating revenues;estimated profit;estimated profits;entrepreneurial profit;entrepreneurial profits;economic earnings;economic profit;economic profits;earnings before taxes (EBT);earnings before taxes"
BusinessResult,,
BusinessSupportServices,en,Business Support Services
BusinessTrainingEmploymentAgency,en,"computer-based training programs;executive search;Search and Recruitment consulting;Recruiting;training;financial services recruiters;Staffing;specialist Search and Selection;recruiting services;permanent and temporary employment;personnel service;recruitment and placement services"
Bust,de,"Rezession;Abschwung;Abschwungs;17798 economic stagnation;stagnation;Niedergangs;Rezessions;Rezessionen;Abschwingen;Niedergang"
Bust,en,"stagnation;downturns;busts;bust;17797 economic stagnation;downturn"
BustL,de,"Handels;schrecklichem;Inlandsverkäufe;Inlandsverkäufen;Inlandsverkauf;schrecklichen;ruinöser;ruinöse;ruinöses;ruinösem;ruinösen;verhängnisvoller;verhängnisvolle;verhängnisvolles;verhängnisvollem;verhängnisvollen;Handel;ökonomischer;ökonomische;ökonomisches;ökonomischem;ökonomischen;Wirtschaft;Wirtschafts;Wirtschaften;wirtschaftlicher;wirtschaftliche;wirtschaftliches;wirtschaftlichem;Banken;wirtschaftlichen;Ökonomie;Ökonomien;Hauses;Haus;verheerender;verheerende;verheerendes;verheerendem;verheerenden;katastrophaler;katastrophale;katastrophales;katastrophalem;katastrophalen;fataler;fatale;fatales;fatalem;fatalen;desaströser;desaströse;desaströses;desaströsem;desaströsen;schrecklicher;schreckliche;schreckliches"
BustL,en,"trading;blue chips;bluechips;economy;traders;trade;houses;economic;clouds;calamitous;ruinous;housing;cloud;blue chip;banking;banks;Grexit;com;home sales;dotcom;bluechip;home sale;dot com;trader;house;disastrous;bank"
Buy,de,"zurückkaufen;erwarben;abgekauft;abkaufen;eingekauft;einkaufen;zurückgekauft;besorgen;aufgekauft;aufkaufen;kauftest;kauftet;kaufst;kaufe;gekauft;kauften;Erwerb;Erwerbes;kaufte;kauft;kaufen;erwerben;erwirbt;erwarb;besorgtet;besorgten;besorgtest;besorgte;besorgt;besorgst;besorge"
Buy,en,"collect;collecting;bought;purchase;gain;purchases;buying;gaining;gained;buys;buy;gains;procured;purchased;purchasing;procuring;procures;collected;collects;procure"
BuyC,de,"eignest;schafftet;schafftest;schaffte;eigneten;eignetest;eignetet;eignet;eignete"
BuyList,de,"recommendation liste;recommended-liste;fokusliste;recommendation-liste;top picks liste;short-term buy liste;empfehlungsliste;preferred liste;stocks liste;recommended liste;positive-liste;stock liste;aktien liste;premiumliste;bullish liste;buy liste;europe-1-liste;1-liste;positive liste;buy-liste"
BuyList,en,"buy list;bullish-list;Focus List;preferred list;1-list;europe-1-list;premium list;premium-list;stock list;stocks list;positive-list;positive list;top picks list;top pick list;recommendation-list;recommended-list;recommendation list;recommended list;bullish list;short-term buy list;buy-list"
BuyRec,de,"kaufen;kaufsignal;zum kauf;kaufempfehlung;kauf"
BuyRec,en,"Sector Outperformer;Sector-Outperformer;Sector Outperform;Sector-Outperform;buy;is a buy;bullish;as a buy;with a buy;to a buy;toppicks;of buy;Long-Term Buy;Long Term Buy;a buy;Industry Outperform;to buy;with buy;outperformer;over-weight;market overweight;market outperform;positive;moderate buy;Long-Term Attractive;Long Term Attractive;buy signal;buy-signal;buying signal;overweight;at buy;buy-rating;outperform;add;accumulate;out-perform;toppick;top picks;top-pick;top pick;buy-rate;overperform;over perform;over-perform;overperformer;Industry Significant Outperform;Trading Buy;Short-Term Buy;Short Term Buy;speculative buy;top-picks;conviction buy;strong buy;strong-buy"
Buyback,de,"rückkauf;rückkäufe;rückkäufen;rückkaufes;rückkaufplan;rückkaufpläne;rückkaufsprogramm;rückkaufangebot;rückkaufangebots;rückkaufangebotes;rückkaufangebote;rückkaufangeboten;rückkaufsplanes;teilweisen Rückkauf;rückkaufplanes;rückkaufsplan;rückkaufspläne;rückkaufprogramm;rückkaufprogramme;rückkaufprogrammes;rückkaufphase;rückkaufsprogrammes"
Buyback,en,"buyback offering;Buyback;Buybacks;buy-back;buy-backs;buy back;buy backs;buying back;buyingback;buyback offer;buyback offers;partial buyback;buyback phase;buybackphase;partial buybacks;buyback program;buybackprogram;buyback plan;buybackplan;repurchase;repurchases"
BuybackSuspendedV,,
BuybackV,de,"kaufen eigener aktien;transaktion in eigenen aktien;transaktionen in eigenen aktien;kauft eigene aktien;eigene aktien zurückzukaufen"
BuybackV,en,"buying their own;bought their own;buy its own;buying its own;buys its own;repurchases;repays;repaying;repurchased;repurchasing;buy their own;buying back;bought back;buys back;buy back;transaction in own;transactions in own;repurchase;repay;repaid;bought its own;buys their own"
Buyer,de,"Käuferinnen;Käuferin;Käufern;Käufers;Käufer"
Buyer,en,"buyer;purchasers;purchaser;buyers"
BuyerL,de,"vorliegender;ursprünglichem;vorhanden;ursprünglichen;ursprünglicher;ursprüngliches;ursprüngliche;vorliegendes;ursprünglich;vorigem;gewesen;potenzieller;potenzielles;vorkommendes;primär;primäre;potentiellem;potentiellen;potentieller;potentielles;potentielle;gewesenes;gewesene;potentiell;fremdem;ausländisch;ausländische;ausländisches;ausländischer;ausländischen;ausländischem;früher;frühere;früheres;früherer;früheren;früherem;vorherig;vorherige;vorheriges;vorheriger;primäres;primärer;primären;vorherigen;vorherigem;vorig;vorige;voriges;primärem;grundlegend;grundlegende;grundlegendes;grundlegender;grundlegenden;grundlegendem;hauptsächlich;hauptsächliche;hauptsächliches;hauptsächlicher;hauptsächlichen;hauptsächlichem;negativ;negative;negatives;negativer;negativen;negativem;voriger;vorigen;existierenden;existierendem;vorliegend;vorliegende;ausländischen;ausländischer;ausländische;fremd;;im ausland;jungem;jungen;junger;junges;junge;jung;eventuellem;eventuellen;eventueller;eventuelles;zahlungskräftigem;zahlungskräftigen;zahlungskräftiger;zahlungskräftiges;zahlungskräftige;zahlungskräftig;vermögendem;vermögenden;vermögender;vermögendes;vermögende;vermögend;reichem;reichen;existierender;existierendes;existierende;existierend;vorhandenem;vorhandenen;vorhandener;reicher;reiches;reiche;reich;mächtigem;mächtigen;mächtiger;mächtiges;mächtige;mächtig;kräftigem;kräftigen;kräftiger;kräftiges;kräftige;kräftig;starkem;starken;starker;starkes;eventuelle;eventuell;starke;stark;sonder;potenziellem;potenziellen;vorkommendem;vorkommenden;vorkommender;vorkommende;vorkommend;vorliegendem;vorliegenden;vorhandenes;vorhandene;anfänglichen;anfänglicher;anfängliches;anfängliche;anfänglich;heimischen;heimischem;bestand;potenzielle;potenziell;möglichem;möglichen;möglicher;mögliches;mögliche;möglich;anfänglichem;fremden;fremder;fremdes;fremde;ausländisches;ausländischem;gewesenem;gewesenen;gewesener;ausschließlich;ausschließliche;ausschließliches;ausschließlicher;ausschließlichen;ausschließlichem;exklusiv;exklusive;exklusives;exklusiver;exklusiven;exklusivem;inländisch;inländische;inländisches;inländischer;inländischen;inländischem;heimisch;heimische;heimisches;heimischer"
BuyerL,en,"domestic;initial;existing;exclusive;special;strong;wealthy;overseas;negative;offshore;young;biggest;foreign;existence;potential;former;primary"
BuyerL,,
BuyerR,de,"zufriedenheit;Begegnung;belieferungen;belieferung;zahl;zahle;zahlen;orientierung;orientierungen;Perspektive;Perspektiven;Sicht;Sichte;Sichten;Sichtweise;Sichtweisen;Ausblick;Ausblicke;Ausblicken;Kraft;Macht;projekte;projekten;projekt;beziehung;beziehungen;bindung;bindungen;zurückhaltung;zurückhaltungen;Rechte;Berechtigung;Anrechte;Recht;Berechtigungen;Sitzung;zufriedenheiten;dienst;dienste;diensten;dienstes;dienstleistung;dienstleistungen;betreuer;befragung;befragungen;wert;werte;werten;Vision;Visionen;data;daten;Bezahlungen;Zahlungwn;Bezahlung;Zahlung;Datenbanken;Datenbank;verhaltens;verhalten;Achtungen;Achtung;Aufmerksamkeiten;Aufmerksamkeit;aktionen;aktion;konto;konten;bedürfnis;bedürfnissen;bedürfnisse;loyalitäten;loyalität;bindungen;bindung;Angewohnheiten;Gewohnheiten;Habitus;Angewohnheit;Gewohnheit;gruppen;gruppe;datei;dateien;Erfahrens;Erlebnisse;Erlebens;Erfahrungen;Erfahren;Erlebnis;Erleben;Erfahrung;veranstaltungen;veranstaltung;engagements;engagement;einlagen;kommunikationen;kommunikation;Betreuungen;Betreuung;kommunikationssystem;aufträgen;aufträge;auftrag;beschwerdens;beschwerden;Versammlungen;Sitzungen;Begegnungen;Versammlung"
